date,product_id,product_name,category,stock_on_hand,daily_sold,restock_quantity,stockout
2025-04-06,1,Wireless Headphones,Electronics,92,15,0,0
2025-04-06,2,Smart Watch,Electronics,92,55,92,0
2025-04-06,3,Bluetooth Speaker,Electronics,107,18,0,0
2025-04-06,4,USB-C Hub,Electronics,53,24,0,0
2025-04-06,5,Cotton T-Shirt,Fashion,138,54,118,0
2025-04-06,6,Denim Jacket,Fashion,181,62,180,0
2025-04-06,7,Running Shoes,Fashion,157,30,107,0
2025-04-06,8,Leather Belt,Fashion,212,46,156,0
2025-04-06,9,Yoga Mat,Sports,151,78,151,0
2025-04-06,10,Dumbbell Set,Sports,94,54,0,0
2025-04-06,11,Resistance Bands,Sports,146,28,0,0
2025-04-06,12,Protein Powder 1kg,Sports,152,103,152,0
2025-04-06,13,Ceramic Mug Set,Home,208,69,198,0
2025-04-06,14,LED Desk Lamp,Home,97,29,0,0
2025-04-06,15,Throw Pillow Set,Home,71,38,0,0
2025-04-06,16,Plant Pot Trio,Home,225,13,168,0
2025-04-07,1,Wireless Headphones,Electronics,68,24,0,0
2025-04-07,2,Smart Watch,Electronics,73,19,0,0
2025-04-07,3,Bluetooth Speaker,Electronics,83,24,0,0
2025-04-07,4,USB-C Hub,Electronics,111,31,89,0
2025-04-07,5,Cotton T-Shirt,Fashion,97,41,0,0
2025-04-07,6,Denim Jacket,Fashion,141,40,0,0
2025-04-07,7,Running Shoes,Fashion,101,56,0,0
2025-04-07,8,Leather Belt,Fashion,161,51,0,0
2025-04-07,9,Yoga Mat,Sports,124,27,0,0
2025-04-07,10,Dumbbell Set,Sports,188,56,150,0
2025-04-07,11,Resistance Bands,Sports,88,58,0,0
2025-04-07,12,Protein Powder 1kg,Sports,115,37,0,0
2025-04-07,13,Ceramic Mug Set,Home,175,33,0,0
2025-04-07,14,LED Desk Lamp,Home,124,80,107,0
2025-04-07,15,Throw Pillow Set,Home,90,62,81,0
2025-04-07,16,Plant Pot Trio,Home,178,47,0,0
2025-04-08,1,Wireless Headphones,Electronics,216,8,156,0
2025-04-08,2,Smart Watch,Electronics,208,65,200,0
2025-04-08,3,Bluetooth Speaker,Electronics,75,8,0,0
2025-04-08,4,USB-C Hub,Electronics,77,34,0,0
2025-04-08,5,Cotton T-Shirt,Fashion,145,67,115,0
2025-04-08,6,Denim Jacket,Fashion,90,51,0,0
2025-04-08,7,Running Shoes,Fashion,60,41,0,0
2025-04-08,8,Leather Belt,Fashion,137,24,0,0
2025-04-08,9,Yoga Mat,Sports,84,40,0,0
2025-04-08,10,Dumbbell Set,Sports,102,86,0,0
2025-04-08,11,Resistance Bands,Sports,69,19,0,0
2025-04-08,12,Protein Powder 1kg,Sports,36,79,0,0
2025-04-08,13,Ceramic Mug Set,Home,125,50,0,0
2025-04-08,14,LED Desk Lamp,Home,50,74,0,0
2025-04-08,15,Throw Pillow Set,Home,229,61,200,0
2025-04-08,16,Plant Pot Trio,Home,104,74,0,0
2025-04-09,1,Wireless Headphones,Electronics,185,31,0,0
2025-04-09,2,Smart Watch,Electronics,199,9,0,0
2025-04-09,3,Bluetooth Speaker,Electronics,184,49,158,0
2025-04-09,4,USB-C Hub,Electronics,50,27,0,0
2025-04-09,5,Cotton T-Shirt,Fashion,133,12,0,0
2025-04-09,6,Denim Jacket,Fashion,111,76,97,0
2025-04-09,7,Running Shoes,Fashion,145,48,133,0
2025-04-09,8,Leather Belt,Fashion,60,77,0,0
2025-04-09,9,Yoga Mat,Sports,57,27,0,0
2025-04-09,10,Dumbbell Set,Sports,49,53,0,0
2025-04-09,11,Resistance Bands,Sports,137,52,120,0
2025-04-09,12,Protein Powder 1kg,Sports,157,38,157,0
2025-04-09,13,Ceramic Mug Set,Home,65,60,0,0
2025-04-09,14,LED Desk Lamp,Home,189,14,153,0
2025-04-09,15,Throw Pillow Set,Home,182,47,0,0
2025-04-09,16,Plant Pot Trio,Home,175,57,128,0
2025-04-10,1,Wireless Headphones,Electronics,169,16,0,0
2025-04-10,2,Smart Watch,Electronics,168,31,0,0
2025-04-10,3,Bluetooth Speaker,Electronics,156,28,0,0
2025-04-10,4,USB-C Hub,Electronics,114,19,83,0
2025-04-10,5,Cotton T-Shirt,Fashion,62,71,0,0
2025-04-10,6,Denim Jacket,Fashion,36,75,0,0
2025-04-10,7,Running Shoes,Fashion,105,40,0,0
2025-04-10,8,Leather Belt,Fashion,144,27,111,0
2025-04-10,9,Yoga Mat,Sports,189,49,181,0
2025-04-10,10,Dumbbell Set,Sports,164,68,164,0
2025-04-10,11,Resistance Bands,Sports,69,68,0,0
2025-04-10,12,Protein Powder 1kg,Sports,122,35,0,0
2025-04-10,13,Ceramic Mug Set,Home,161,71,161,0
2025-04-10,14,LED Desk Lamp,Home,114,75,0,0
2025-04-10,15,Throw Pillow Set,Home,67,115,0,0
2025-04-10,16,Plant Pot Trio,Home,111,64,0,0
2025-04-11,1,Wireless Headphones,Electronics,137,32,0,0
2025-04-11,2,Smart Watch,Electronics,127,41,0,0
2025-04-11,3,Bluetooth Speaker,Electronics,122,34,0,0
2025-04-11,4,USB-C Hub,Electronics,77,37,0,0
2025-04-11,5,Cotton T-Shirt,Fashion,136,44,118,0
2025-04-11,6,Denim Jacket,Fashion,141,52,141,0
2025-04-11,7,Running Shoes,Fashion,93,12,0,0
2025-04-11,8,Leather Belt,Fashion,71,73,0,0
2025-04-11,9,Yoga Mat,Sports,140,49,0,0
2025-04-11,10,Dumbbell Set,Sports,131,33,0,0
2025-04-11,11,Resistance Bands,Sports,215,51,197,0
2025-04-11,12,Protein Powder 1kg,Sports,92,30,0,0
2025-04-11,13,Ceramic Mug Set,Home,89,72,0,0
2025-04-11,14,LED Desk Lamp,Home,78,36,0,0
2025-04-11,15,Throw Pillow Set,Home,125,37,95,0
2025-04-11,16,Plant Pot Trio,Home,126,81,96,0
2025-04-12,1,Wireless Headphones,Electronics,124,13,0,0
2025-04-12,2,Smart Watch,Electronics,93,34,0,0
2025-04-12,3,Bluetooth Speaker,Electronics,100,22,0,0
2025-04-12,4,USB-C Hub,Electronics,54,23,0,0
2025-04-12,5,Cotton T-Shirt,Fashion,66,70,0,0
2025-04-12,6,Denim Jacket,Fashion,106,35,0,0
2025-04-12,7,Running Shoes,Fashion,183,56,146,0
2025-04-12,8,Leather Belt,Fashion,165,36,130,0
2025-04-12,9,Yoga Mat,Sports,110,30,0,0
2025-04-12,10,Dumbbell Set,Sports,85,46,0,0
2025-04-12,11,Resistance Bands,Sports,159,56,0,0
2025-04-12,12,Protein Powder 1kg,Sports,88,103,88,0
2025-04-12,13,Ceramic Mug Set,Home,67,22,0,0
2025-04-12,14,LED Desk Lamp,Home,190,48,160,0
2025-04-12,15,Throw Pillow Set,Home,87,38,0,0
2025-04-12,16,Plant Pot Trio,Home,95,31,0,0
2025-04-13,1,Wireless Headphones,Electronics,111,13,0,0
2025-04-13,2,Smart Watch,Electronics,73,20,0,0
2025-04-13,3,Bluetooth Speaker,Electronics,90,10,0,0
2025-04-13,4,USB-C Hub,Electronics,216,28,190,0
2025-04-13,5,Cotton T-Shirt,Fashion,186,59,179,0
2025-04-13,6,Denim Jacket,Fashion,66,40,0,0
2025-04-13,7,Running Shoes,Fashion,132,51,0,0
2025-04-13,8,Leather Belt,Fashion,139,26,0,0
2025-04-13,9,Yoga Mat,Sports,70,40,0,0
2025-04-13,10,Dumbbell Set,Sports,66,19,0,0
2025-04-13,11,Resistance Bands,Sports,120,39,0,0
2025-04-13,12,Protein Powder 1kg,Sports,50,38,0,0
2025-04-13,13,Ceramic Mug Set,Home,144,72,144,0
2025-04-13,14,LED Desk Lamp,Home,134,56,0,0
2025-04-13,15,Throw Pillow Set,Home,155,101,155,0
2025-04-13,16,Plant Pot Trio,Home,241,50,196,0
2025-04-14,1,Wireless Headphones,Electronics,106,5,0,0
2025-04-14,2,Smart Watch,Electronics,41,32,0,0
2025-04-14,3,Bluetooth Speaker,Electronics,70,20,0,0
2025-04-14,4,USB-C Hub,Electronics,200,16,0,0
2025-04-14,5,Cotton T-Shirt,Fashion,105,81,0,0
2025-04-14,6,Denim Jacket,Fashion,29,37,0,0
2025-04-14,7,Running Shoes,Fashion,66,66,0,0
2025-04-14,8,Leather Belt,Fashion,123,16,0,0
2025-04-14,9,Yoga Mat,Sports,26,44,0,0
2025-04-14,10,Dumbbell Set,Sports,91,59,84,0
2025-04-14,11,Resistance Bands,Sports,114,86,80,0
2025-04-14,12,Protein Powder 1kg,Sports,140,55,140,0
2025-04-14,13,Ceramic Mug Set,Home,108,36,0,0
2025-04-14,14,LED Desk Lamp,Home,95,39,0,0
2025-04-14,15,Throw Pillow Set,Home,94,61,0,0
2025-04-14,16,Plant Pot Trio,Home,190,51,0,0
2025-04-15,1,Wireless Headphones,Electronics,69,37,0,0
2025-04-15,2,Smart Watch,Electronics,183,49,183,0
2025-04-15,3,Bluetooth Speaker,Electronics,47,23,0,0
2025-04-15,4,USB-C Hub,Electronics,191,9,0,0
2025-04-15,5,Cotton T-Shirt,Fashion,88,17,0,0
2025-04-15,6,Denim Jacket,Fashion,166,67,166,0
2025-04-15,7,Running Shoes,Fashion,160,64,158,0
2025-04-15,8,Leather Belt,Fashion,78,45,0,0
2025-04-15,9,Yoga Mat,Sports,96,56,96,0
2025-04-15,10,Dumbbell Set,Sports,72,19,0,0
2025-04-15,11,Resistance Bands,Sports,62,52,0,0
2025-04-15,12,Protein Powder 1kg,Sports,74,66,0,0
2025-04-15,13,Ceramic Mug Set,Home,226,53,171,0
2025-04-15,14,LED Desk Lamp,Home,65,30,0,0
2025-04-15,15,Throw Pillow Set,Home,139,61,106,0
2025-04-15,16,Plant Pot Trio,Home,184,6,0,0
2025-04-16,1,Wireless Headphones,Electronics,232,26,189,0
2025-04-16,2,Smart Watch,Electronics,167,16,0,0
2025-04-16,3,Bluetooth Speaker,Electronics,106,65,106,0
2025-04-16,4,USB-C Hub,Electronics,149,42,0,0
2025-04-16,5,Cotton T-Shirt,Fashion,204,77,193,0
2025-04-16,6,Denim Jacket,Fashion,119,47,0,0
2025-04-16,7,Running Shoes,Fashion,98,62,0,0
2025-04-16,8,Leather Belt,Fashion,99,82,99,0
2025-04-16,9,Yoga Mat,Sports,56,40,0,0
2025-04-16,10,Dumbbell Set,Sports,138,66,132,0
2025-04-16,11,Resistance Bands,Sports,120,42,100,0
2025-04-16,12,Protein Powder 1kg,Sports,32,42,0,0
2025-04-16,13,Ceramic Mug Set,Home,177,49,0,0
2025-04-16,14,LED Desk Lamp,Home,205,50,190,0
2025-04-16,15,Throw Pillow Set,Home,96,43,0,0
2025-04-16,16,Plant Pot Trio,Home,175,9,0,0
2025-04-17,1,Wireless Headphones,Electronics,159,73,0,0
2025-04-17,2,Smart Watch,Electronics,136,31,0,0
2025-04-17,3,Bluetooth Speaker,Electronics,66,40,0,0
2025-04-17,4,USB-C Hub,Electronics,97,52,0,0
2025-04-17,5,Cotton T-Shirt,Fashion,143,61,0,0
2025-04-17,6,Denim Jacket,Fashion,88,31,0,0
2025-04-17,7,Running Shoes,Fashion,233,46,181,0
2025-04-17,8,Leather Belt,Fashion,172,51,124,0
2025-04-17,9,Yoga Mat,Sports,212,39,195,0
2025-04-17,10,Dumbbell Set,Sports,77,61,0,0
2025-04-17,11,Resistance Bands,Sports,54,66,0,0
2025-04-17,12,Protein Powder 1kg,Sports,179,63,179,0
2025-04-17,13,Ceramic Mug Set,Home,157,20,0,0
2025-04-17,14,LED Desk Lamp,Home,184,21,0,0
2025-04-17,15,Throw Pillow Set,Home,64,32,0,0
2025-04-17,16,Plant Pot Trio,Home,145,30,0,0
2025-04-18,1,Wireless Headphones,Electronics,148,11,0,0
2025-04-18,2,Smart Watch,Electronics,103,33,0,0
2025-04-18,3,Bluetooth Speaker,Electronics,30,36,0,0
2025-04-18,4,USB-C Hub,Electronics,79,18,0,0
2025-04-18,5,Cotton T-Shirt,Fashion,104,39,0,0
2025-04-18,6,Denim Jacket,Fashion,73,15,0,0
2025-04-18,7,Running Shoes,Fashion,205,28,0,0
2025-04-18,8,Leather Belt,Fashion,95,77,0,0
2025-04-18,9,Yoga Mat,Sports,150,62,0,0
2025-04-18,10,Dumbbell Set,Sports,66,11,0,0
2025-04-18,11,Resistance Bands,Sports,110,51,107,0
2025-04-18,12,Protein Powder 1kg,Sports,166,13,0,0
2025-04-18,13,Ceramic Mug Set,Home,93,64,0,0
2025-04-18,14,LED Desk Lamp,Home,131,53,0,0
2025-04-18,15,Throw Pillow Set,Home,232,28,196,0
2025-04-18,16,Plant Pot Trio,Home,106,39,0,0
2025-04-19,1,Wireless Headphones,Electronics,101,47,0,0
2025-04-19,2,Smart Watch,Electronics,61,42,0,0
2025-04-19,3,Bluetooth Speaker,Electronics,158,18,146,0
2025-04-19,4,USB-C Hub,Electronics,71,8,0,0
2025-04-19,5,Cotton T-Shirt,Fashion,34,70,0,0
2025-04-19,6,Denim Jacket,Fashion,37,36,0,0
2025-04-19,7,Running Shoes,Fashion,135,70,0,0
2025-04-19,8,Leather Belt,Fashion,63,32,0,0
2025-04-19,9,Yoga Mat,Sports,115,35,0,0
2025-04-19,10,Dumbbell Set,Sports,176,35,145,0
2025-04-19,11,Resistance Bands,Sports,165,129,165,0
2025-04-19,12,Protein Powder 1kg,Sports,141,25,0,0
2025-04-19,13,Ceramic Mug Set,Home,193,118,193,0
2025-04-19,14,LED Desk Lamp,Home,97,34,0,0
2025-04-19,15,Throw Pillow Set,Home,146,86,0,0
2025-04-19,16,Plant Pot Trio,Home,79,27,0,0
2025-04-20,1,Wireless Headphones,Electronics,67,34,0,0
2025-04-20,2,Smart Watch,Electronics,51,10,0,0
2025-04-20,3,Bluetooth Speaker,Electronics,119,39,0,0
2025-04-20,4,USB-C Hub,Electronics,117,82,117,0
2025-04-20,5,Cotton T-Shirt,Fashion,82,39,82,0
2025-04-20,6,Denim Jacket,Fashion,152,31,146,0
2025-04-20,7,Running Shoes,Fashion,110,25,0,0
2025-04-20,8,Leather Belt,Fashion,185,84,185,0
2025-04-20,9,Yoga Mat,Sports,94,21,0,0
2025-04-20,10,Dumbbell Set,Sports,139,37,0,0
2025-04-20,11,Resistance Bands,Sports,145,20,0,0
2025-04-20,12,Protein Powder 1kg,Sports,121,20,0,0
2025-04-20,13,Ceramic Mug Set,Home,120,73,0,0
2025-04-20,14,LED Desk Lamp,Home,69,28,0,0
2025-04-20,15,Throw Pillow Set,Home,120,26,0,0
2025-04-20,16,Plant Pot Trio,Home,159,52,132,0
2025-04-21,1,Wireless Headphones,Electronics,134,23,90,0
2025-04-21,2,Smart Watch,Electronics,139,15,103,0
2025-04-21,3,Bluetooth Speaker,Electronics,98,21,0,0
2025-04-21,4,USB-C Hub,Electronics,73,44,0,0
2025-04-21,5,Cotton T-Shirt,Fashion,137,71,126,0
2025-04-21,6,Denim Jacket,Fashion,105,47,0,0
2025-04-21,7,Running Shoes,Fashion,63,47,0,0
2025-04-21,8,Leather Belt,Fashion,171,14,0,0
2025-04-21,9,Yoga Mat,Sports,62,32,0,0
2025-04-21,10,Dumbbell Set,Sports,118,21,0,0
2025-04-21,11,Resistance Bands,Sports,119,26,0,0
2025-04-21,12,Protein Powder 1kg,Sports,66,55,0,0
2025-04-21,13,Ceramic Mug Set,Home,103,17,0,0
2025-04-21,14,LED Desk Lamp,Home,176,43,150,0
2025-04-21,15,Throw Pillow Set,Home,107,13,0,0
2025-04-21,16,Plant Pot Trio,Home,110,49,0,0
2025-04-22,1,Wireless Headphones,Electronics,107,27,0,0
2025-04-22,2,Smart Watch,Electronics,97,42,0,0
2025-04-22,3,Bluetooth Speaker,Electronics,70,28,0,0
2025-04-22,4,USB-C Hub,Electronics,61,12,0,0
2025-04-22,5,Cotton T-Shirt,Fashion,70,67,0,0
2025-04-22,6,Denim Jacket,Fashion,44,61,0,0
2025-04-22,7,Running Shoes,Fashion,176,81,176,0
2025-04-22,8,Leather Belt,Fashion,102,69,0,0
2025-04-22,9,Yoga Mat,Sports,172,83,172,0
2025-04-22,10,Dumbbell Set,Sports,51,67,0,0
2025-04-22,11,Resistance Bands,Sports,42,77,0,0
2025-04-22,12,Protein Powder 1kg,Sports,124,56,114,0
2025-04-22,13,Ceramic Mug Set,Home,171,70,138,0
2025-04-22,14,LED Desk Lamp,Home,91,85,0,0
2025-04-22,15,Throw Pillow Set,Home,48,59,0,0
2025-04-22,16,Plant Pot Trio,Home,71,39,0,0
2025-04-23,1,Wireless Headphones,Electronics,66,41,0,0
2025-04-23,2,Smart Watch,Electronics,82,15,0,0
2025-04-23,3,Bluetooth Speaker,Electronics,40,30,0,0
2025-04-23,4,USB-C Hub,Electronics,192,27,158,0
2025-04-23,5,Cotton T-Shirt,Fashion,34,36,0,0
2025-04-23,6,Denim Jacket,Fashion,168,82,168,0
2025-04-23,7,Running Shoes,Fashion,133,43,0,0
2025-04-23,8,Leather Belt,Fashion,153,60,111,0
2025-04-23,9,Yoga Mat,Sports,126,46,0,0
2025-04-23,10,Dumbbell Set,Sports,140,66,140,0
2025-04-23,11,Resistance Bands,Sports,188,41,187,0
2025-04-23,12,Protein Powder 1kg,Sports,201,102,179,0
2025-04-23,13,Ceramic Mug Set,Home,123,48,0,0
2025-04-23,14,LED Desk Lamp,Home,203,60,172,0
2025-04-23,15,Throw Pillow Set,Home,116,59,116,0
2025-04-23,16,Plant Pot Trio,Home,114,59,102,0
2025-04-24,1,Wireless Headphones,Electronics,147,36,117,0
2025-04-24,2,Smart Watch,Electronics,52,30,0,0
2025-04-24,3,Bluetooth Speaker,Electronics,176,39,175,0
2025-04-24,4,USB-C Hub,Electronics,180,12,0,0
2025-04-24,5,Cotton T-Shirt,Fashion,144,85,144,0
2025-04-24,6,Denim Jacket,Fashion,96,72,0,0
2025-04-24,7,Running Shoes,Fashion,80,53,0,0
2025-04-24,8,Leather Belt,Fashion,72,81,0,0
2025-04-24,9,Yoga Mat,Sports,48,78,0,0
2025-04-24,10,Dumbbell Set,Sports,84,56,0,0
2025-04-24,11,Resistance Bands,Sports,123,65,0,0
2025-04-24,12,Protein Powder 1kg,Sports,115,86,0,0
2025-04-24,13,Ceramic Mug Set,Home,201,70,148,0
2025-04-24,14,LED Desk Lamp,Home,150,53,0,0
2025-04-24,15,Throw Pillow Set,Home,92,24,0,0
2025-04-24,16,Plant Pot Trio,Home,69,45,0,0
2025-04-25,1,Wireless Headphones,Electronics,137,10,0,0
2025-04-25,2,Smart Watch,Electronics,224,16,188,0
2025-04-25,3,Bluetooth Speaker,Electronics,125,51,0,0
2025-04-25,4,USB-C Hub,Electronics,168,12,0,0
2025-04-25,5,Cotton T-Shirt,Fashion,119,25,0,0
2025-04-25,6,Denim Jacket,Fashion,46,50,0,0
2025-04-25,7,Running Shoes,Fashion,64,16,0,0
2025-04-25,8,Leather Belt,Fashion,113,65,106,0
2025-04-25,9,Yoga Mat,Sports,113,47,112,0
2025-04-25,10,Dumbbell Set,Sports,177,43,136,0
2025-04-25,11,Resistance Bands,Sports,59,64,0,0
2025-04-25,12,Protein Powder 1kg,Sports,59,56,0,0
2025-04-25,13,Ceramic Mug Set,Home,172,29,0,0
2025-04-25,14,LED Desk Lamp,Home,102,48,0,0
2025-04-25,15,Throw Pillow Set,Home,55,37,0,0
2025-04-25,16,Plant Pot Trio,Home,238,23,192,0
2025-04-26,1,Wireless Headphones,Electronics,98,39,0,0
2025-04-26,2,Smart Watch,Electronics,179,45,0,0
2025-04-26,3,Bluetooth Speaker,Electronics,70,55,0,0
2025-04-26,4,USB-C Hub,Electronics,135,33,0,0
2025-04-26,5,Cotton T-Shirt,Fashion,83,36,0,0
2025-04-26,6,Denim Jacket,Fashion,25,21,0,0
2025-04-26,7,Running Shoes,Fashion,188,47,171,0
2025-04-26,8,Leather Belt,Fashion,180,69,136,0
2025-04-26,9,Yoga Mat,Sports,74,39,0,0
2025-04-26,10,Dumbbell Set,Sports,132,45,0,0
2025-04-26,11,Resistance Bands,Sports,93,57,91,0
2025-04-26,12,Protein Powder 1kg,Sports,118,55,114,0
2025-04-26,13,Ceramic Mug Set,Home,84,88,0,0
2025-04-26,14,LED Desk Lamp,Home,158,86,142,0
2025-04-26,15,Throw Pillow Set,Home,180,66,180,0
2025-04-26,16,Plant Pot Trio,Home,208,30,0,0
2025-04-27,1,Wireless Headphones,Electronics,88,10,0,0
2025-04-27,2,Smart Watch,Electronics,160,19,0,0
2025-04-27,3,Bluetooth Speaker,Electronics,56,14,0,0
2025-04-27,4,USB-C Hub,Electronics,118,17,0,0
2025-04-27,5,Cotton T-Shirt,Fashion,41,42,0,0
2025-04-27,6,Denim Jacket,Fashion,94,49,94,0
2025-04-27,7,Running Shoes,Fashion,137,51,0,0
2025-04-27,8,Leather Belt,Fashion,159,21,0,0
2025-04-27,9,Yoga Mat,Sports,41,33,0,0
2025-04-27,10,Dumbbell Set,Sports,99,33,0,0
2025-04-27,11,Resistance Bands,Sports,65,28,0,0
2025-04-27,12,Protein Powder 1kg,Sports,55,63,0,0
2025-04-27,13,Ceramic Mug Set,Home,202,54,172,0
2025-04-27,14,LED Desk Lamp,Home,132,26,0,0
2025-04-27,15,Throw Pillow Set,Home,135,45,0,0
2025-04-27,16,Plant Pot Trio,Home,152,56,0,0
2025-04-28,1,Wireless Headphones,Electronics,68,20,0,0
2025-04-28,2,Smart Watch,Electronics,158,2,0,0
2025-04-28,3,Bluetooth Speaker,Electronics,100,45,89,0
2025-04-28,4,USB-C Hub,Electronics,89,29,0,0
2025-04-28,5,Cotton T-Shirt,Fashion,186,32,177,0
2025-04-28,6,Denim Jacket,Fashion,48,46,0,0
2025-04-28,7,Running Shoes,Fashion,95,42,0,0
2025-04-28,8,Leather Belt,Fashion,74,85,0,0
2025-04-28,9,Yoga Mat,Sports,146,31,136,0
2025-04-28,10,Dumbbell Set,Sports,51,48,0,0
2025-04-28,11,Resistance Bands,Sports,117,62,114,0
2025-04-28,12,Protein Powder 1kg,Sports,125,38,108,0
2025-04-28,13,Ceramic Mug Set,Home,152,50,0,0
2025-04-28,14,LED Desk Lamp,Home,88,44,0,0
2025-04-28,15,Throw Pillow Set,Home,90,45,0,0
2025-04-28,16,Plant Pot Trio,Home,128,24,0,0
2025-04-29,1,Wireless Headphones,Electronics,237,19,188,0
2025-04-29,2,Smart Watch,Electronics,119,39,0,0
2025-04-29,3,Bluetooth Speaker,Electronics,60,40,0,0
2025-04-29,4,USB-C Hub,Electronics,62,27,0,0
2025-04-29,5,Cotton T-Shirt,Fashion,171,15,0,0
2025-04-29,6,Denim Jacket,Fashion,170,37,159,0
2025-04-29,7,Running Shoes,Fashion,153,43,101,0
2025-04-29,8,Leather Belt,Fashion,125,34,85,0
2025-04-29,9,Yoga Mat,Sports,30,116,0,0
2025-04-29,10,Dumbbell Set,Sports,96,54,96,0
2025-04-29,11,Resistance Bands,Sports,161,85,129,0
2025-04-29,12,Protein Powder 1kg,Sports,91,34,0,0
2025-04-29,13,Ceramic Mug Set,Home,77,75,0,0
2025-04-29,14,LED Desk Lamp,Home,182,51,145,0
2025-04-29,15,Throw Pillow Set,Home,60,30,0,0
2025-04-29,16,Plant Pot Trio,Home,104,24,0,0
2025-04-30,1,Wireless Headphones,Electronics,220,17,0,0
2025-04-30,2,Smart Watch,Electronics,117,2,0,0
2025-04-30,3,Bluetooth Speaker,Electronics,37,23,0,0
2025-04-30,4,USB-C Hub,Electronics,55,7,0,0
2025-04-30,5,Cotton T-Shirt,Fashion,128,43,0,0
2025-04-30,6,Denim Jacket,Fashion,117,53,0,0
2025-04-30,7,Running Shoes,Fashion,115,38,0,0
2025-04-30,8,Leather Belt,Fashion,61,64,0,0
2025-04-30,9,Yoga Mat,Sports,194,45,194,0
2025-04-30,10,Dumbbell Set,Sports,237,59,200,0
2025-04-30,11,Resistance Bands,Sports,127,34,0,0
2025-04-30,12,Protein Powder 1kg,Sports,36,55,0,0
2025-04-30,13,Ceramic Mug Set,Home,201,43,167,0
2025-04-30,14,LED Desk Lamp,Home,148,34,0,0
2025-04-30,15,Throw Pillow Set,Home,189,21,150,0
2025-04-30,16,Plant Pot Trio,Home,241,44,181,0
2025-05-01,1,Wireless Headphones,Electronics,217,3,0,0
2025-05-01,2,Smart Watch,Electronics,96,21,0,0
2025-05-01,3,Bluetooth Speaker,Electronics,142,16,121,0
2025-05-01,4,USB-C Hub,Electronics,225,17,187,0
2025-05-01,5,Cotton T-Shirt,Fashion,93,35,0,0
2025-05-01,6,Denim Jacket,Fashion,34,83,0,0
2025-05-01,7,Running Shoes,Fashion,94,21,0,0
2025-05-01,8,Leather Belt,Fashion,116,92,116,0
2025-05-01,9,Yoga Mat,Sports,178,16,0,0
2025-05-01,10,Dumbbell Set,Sports,218,19,0,0
2025-05-01,11,Resistance Bands,Sports,59,68,0,0
2025-05-01,12,Protein Powder 1kg,Sports,89,43,89,0
2025-05-01,13,Ceramic Mug Set,Home,187,14,0,0
2025-05-01,14,LED Desk Lamp,Home,104,44,0,0
2025-05-01,15,Throw Pillow Set,Home,126,63,0,0
2025-05-01,16,Plant Pot Trio,Home,204,37,0,0
2025-05-02,1,Wireless Headphones,Electronics,204,13,0,0
2025-05-02,2,Smart Watch,Electronics,74,22,0,0
2025-05-02,3,Bluetooth Speaker,Electronics,128,14,0,0
2025-05-02,4,USB-C Hub,Electronics,201,24,0,0
2025-05-02,5,Cotton T-Shirt,Fashion,63,30,0,0
2025-05-02,6,Denim Jacket,Fashion,177,17,160,0
2025-05-02,7,Running Shoes,Fashion,153,47,106,0
2025-05-02,8,Leather Belt,Fashion,97,19,0,0
2025-05-02,9,Yoga Mat,Sports,120,58,0,0
2025-05-02,10,Dumbbell Set,Sports,178,40,0,0
2025-05-02,11,Resistance Bands,Sports,108,32,81,0
2025-05-02,12,Protein Powder 1kg,Sports,27,62,0,0
2025-05-02,13,Ceramic Mug Set,Home,154,33,0,0
2025-05-02,14,LED Desk Lamp,Home,141,56,93,0
2025-05-02,15,Throw Pillow Set,Home,50,76,0,0
2025-05-02,16,Plant Pot Trio,Home,156,48,0,0
2025-05-03,1,Wireless Headphones,Electronics,181,23,0,0
2025-05-03,2,Smart Watch,Electronics,143,49,118,0
2025-05-03,3,Bluetooth Speaker,Electronics,94,34,0,0
2025-05-03,4,USB-C Hub,Electronics,192,9,0,0
2025-05-03,5,Cotton T-Shirt,Fashion,213,48,198,0
2025-05-03,6,Denim Jacket,Fashion,124,53,0,0
2025-05-03,7,Running Shoes,Fashion,134,19,0,0
2025-05-03,8,Leather Belt,Fashion,81,16,0,0
2025-05-03,9,Yoga Mat,Sports,52,68,0,0
2025-05-03,10,Dumbbell Set,Sports,133,45,0,0
2025-05-03,11,Resistance Bands,Sports,87,21,0,0
2025-05-03,12,Protein Powder 1kg,Sports,198,88,198,0
2025-05-03,13,Ceramic Mug Set,Home,131,23,0,0
2025-05-03,14,LED Desk Lamp,Home,126,15,0,0
2025-05-03,15,Throw Pillow Set,Home,137,39,126,0
2025-05-03,16,Plant Pot Trio,Home,171,99,114,0
2025-05-04,1,Wireless Headphones,Electronics,115,66,0,0
2025-05-04,2,Smart Watch,Electronics,117,26,0,0
2025-05-04,3,Bluetooth Speaker,Electronics,34,60,0,0
2025-05-04,4,USB-C Hub,Electronics,157,35,0,0
2025-05-04,5,Cotton T-Shirt,Fashion,175,38,0,0
2025-05-04,6,Denim Jacket,Fashion,99,25,0,0
2025-05-04,7,Running Shoes,Fashion,75,59,0,0
2025-05-04,8,Leather Belt,Fashion,184,65,168,0
2025-05-04,9,Yoga Mat,Sports,114,34,96,0
2025-05-04,10,Dumbbell Set,Sports,68,65,0,0
2025-05-04,11,Resistance Bands,Sports,159,56,128,0
2025-05-04,12,Protein Powder 1kg,Sports,138,60,0,0
